Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,def_cluster
Cubero,RB,Spain,0.66,0.64,0.32,0.6,0.6,0.61,0.73,0.65,0.63,0.56,0.55,0.67,0.59,0.77,0.74,0.76,0.66,0.66,0.55,0.59,0.63,0.44,RB,DEF,5
Josué Cuero,RB,Ecuador,0.66,0.79,0.38,0.54,0.64,0.62,0.55,0.73,0.83,0.73,0.75,0.65,0.6,0.54,0.62,0.53,0.65,0.64,0.64,0.62,0.41,0.54,RB,DEF,1
Greg Cunningham,CB,Republic of Ireland,0.66,0.51,0.47,0.6,0.58,0.65,0.7,0.51,0.51,0.57,0.61,0.6,0.6,0.75,0.57,0.7,0.65,0.64,0.66,0.64,0.66,0.6,CB,DEF,3
Laurin Curda,CB,Germany,0.66,0.71,0.45,0.6,0.63,0.65,0.73,0.68,0.73,0.65,0.63,0.62,0.63,0.73,0.72,0.74,0.68,0.62,0.65,0.64,0.62,0.55,CB,DEF,2
Alan Czerwiński,RB,Poland,0.66,0.8,0.42,0.61,0.64,0.61,0.69,0.78,0.81,0.76,0.66,0.61,0.61,0.76,0.76,0.78,0.62,0.59,0.63,0.62,0.55,0.46,RB,DEF,2
Leo Bolgado,CB,Brazil,0.66,0.58,0.38,0.46,0.39,0.69,0.68,0.6,0.56,0.5,0.48,0.39,0.55,0.7,0.68,0.7,0.73,0.72,0.68,0.66,0.66,0.46,CB,DEF,5
Iano Simão,LB,Guinea-Bissau,0.66,0.63,0.26,0.55,0.54,0.64,0.6,0.66,0.61,0.52,0.66,0.63,0.63,0.65,0.58,0.7,0.66,0.64,0.62,0.64,0.65,0.21,LB,DEF,5
Filip Dagerstål,CB,Sweden,0.66,0.63,0.43,0.58,0.58,0.67,0.72,0.55,0.69,0.61,0.51,0.62,0.64,0.76,0.73,0.71,0.67,0.63,0.69,0.67,0.61,0.65,CB,DEF,3
Tim Danhof,RB,Germany,0.66,0.72,0.46,0.62,0.64,0.59,0.65,0.72,0.72,0.65,0.69,0.66,0.57,0.61,0.81,0.59,0.6,0.61,0.62,0.58,0.43,0.5,RB,DEF,1
Jake Davis,RB,United States,0.66,0.68,0.5,0.54,0.61,0.64,0.59,0.68,0.68,0.73,0.72,0.65,0.67,0.57,0.64,0.53,0.71,0.67,0.65,0.6,0.41,0.63,RB,DEF,1
Maël de Gevigney,CB,France,0.66,0.63,0.28,0.51,0.53,0.67,0.69,0.64,0.63,0.42,0.55,0.59,0.66,0.71,0.71,0.72,0.69,0.65,0.66,0.67,0.63,0.38,CB,DEF,5
Saulo Decarli,CB,Switzerland,0.66,0.57,0.34,0.5,0.54,0.66,0.7,0.61,0.54,0.54,0.58,0.6,0.65,0.76,0.61,0.74,0.67,0.65,0.64,0.7,0.64,0.41,CB,DEF,5
Maxim Dekker,CB,Holland,0.66,0.62,0.36,0.53,0.5,0.66,0.71,0.63,0.62,0.54,0.5,0.52,0.64,0.74,0.66,0.74,0.67,0.65,0.67,0.63,0.68,0.42,CB,DEF,5
Moi Delgado,LB,Spain,0.66,0.82,0.35,0.57,0.64,0.59,0.67,0.81,0.82,0.82,0.74,0.62,0.64,0.59,0.79,0.68,0.59,0.58,0.6,0.62,0.5,0.59,LB,DEF,1
Delmás,RB,Spain,0.66,0.74,0.41,0.57,0.65,0.6,0.68,0.75,0.73,0.73,0.61,0.66,0.6,0.66,0.78,0.72,0.61,0.6,0.59,0.61,0.59,0.59,RB,DEF,2
Adil Demirbağ,CB,Turkey,0.66,0.54,0.31,0.43,0.47,0.67,0.7,0.58,0.5,0.52,0.61,0.49,0.64,0.73,0.65,0.71,0.69,0.69,0.66,0.66,0.65,0.52,CB,DEF,5
Gilles Dewaele,RB,Belgium,0.66,0.67,0.61,0.6,0.57,0.63,0.71,0.63,0.7,0.62,0.7,0.6,0.65,0.72,0.75,0.7,0.64,0.62,0.63,0.63,0.58,0.68,RB,DEF,2
Oumar Diakhité,CB,Senegal,0.66,0.67,0.4,0.45,0.49,0.64,0.77,0.65,0.68,0.47,0.54,0.52,0.54,0.83,0.64,0.8,0.66,0.63,0.62,0.62,0.67,0.56,CB,DEF,5
Djibril Thialaw Diop,CB,Senegal,0.66,0.73,0.35,0.47,0.59,0.64,0.75,0.72,0.74,0.58,0.59,0.6,0.58,0.79,0.69,0.82,0.64,0.63,0.65,0.59,0.7,0.71,CB,DEF,2
John Donald,CB,Spain,0.66,0.49,0.43,0.57,0.55,0.68,0.59,0.45,0.53,0.55,0.61,0.61,0.66,0.63,0.44,0.62,0.7,0.67,0.65,0.69,0.65,0.56,CB,DEF,3
Josh Earl,CB,England,0.66,0.7,0.45,0.56,0.57,0.65,0.74,0.67,0.73,0.65,0.43,0.57,0.63,0.74,0.77,0.74,0.65,0.64,0.64,0.65,0.64,0.57,CB,DEF,2
Raheem Edwards,LB,Canada,0.66,0.77,0.54,0.61,0.7,0.59,0.7,0.78,0.76,0.78,0.75,0.66,0.62,0.66,0.75,0.75,0.62,0.6,0.56,0.6,0.6,0.58,LB,DEF,2
CJ Egan-Riley,RB,England,0.66,0.67,0.32,0.56,0.6,0.66,0.72,0.61,0.72,0.55,0.58,0.63,0.61,0.75,0.7,0.73,0.7,0.65,0.63,0.64,0.65,0.47,RB,DEF,3
Christoph Ehlich,RB,Germany,0.66,0.74,0.43,0.59,0.64,0.58,0.57,0.78,0.71,0.84,0.84,0.64,0.62,0.49,0.84,0.5,0.58,0.62,0.62,0.64,0.33,0.44,RB,DEF,1
Jacques Ekomié,LB,Gabon,0.66,0.71,0.31,0.57,0.62,0.62,0.64,0.74,0.69,0.58,0.65,0.64,0.63,0.6,0.66,0.69,0.66,0.62,0.6,0.62,0.58,0.32,LB,DEF,1
Callum Elder,LB,Australia,0.66,0.65,0.42,0.6,0.62,0.62,0.71,0.62,0.68,0.63,0.63,0.62,0.6,0.7,0.8,0.69,0.64,0.63,0.61,0.6,0.61,0.56,LB,DEF,2
Guillermo Enrique,RB,Argentina,0.66,0.71,0.49,0.51,0.62,0.67,0.55,0.72,0.7,0.67,0.68,0.55,0.64,0.48,0.6,0.64,0.68,0.66,0.65,0.67,0.66,0.58,RB,DEF,1
Brooklyn Ezeh,LB,Germany,0.66,0.8,0.42,0.59,0.65,0.59,0.72,0.72,0.87,0.63,0.73,0.66,0.58,0.75,0.78,0.72,0.65,0.62,0.56,0.57,0.54,0.38,LB,DEF,2
Simon Falette,CB,Guinea,0.66,0.53,0.44,0.46,0.51,0.64,0.76,0.49,0.57,0.43,0.36,0.56,0.61,0.86,0.56,0.75,0.64,0.66,0.62,0.62,0.67,0.62,CB,DEF,5
Mads Fenger,CB,Denmark,0.66,0.51,0.44,0.55,0.52,0.64,0.77,0.49,0.52,0.48,0.5,0.58,0.67,0.81,0.74,0.72,0.65,0.61,0.65,0.64,0.62,0.67,CB,DEF,3
Lucas Ferreira,CB,Uruguay,0.66,0.6,0.51,0.48,0.5,0.68,0.7,0.52,0.67,0.57,0.54,0.5,0.64,0.74,0.65,0.68,0.69,0.7,0.75,0.57,0.6,0.58,CB,DEF,3
Fernando Fonseca,RB,Portugal,0.66,0.69,0.41,0.58,0.64,0.62,0.7,0.67,0.71,0.61,0.64,0.66,0.63,0.69,0.74,0.68,0.64,0.6,0.62,0.63,0.57,0.55,RB,DEF,2
Riccardo Fiamozzi,RB,Italy,0.66,0.73,0.48,0.56,0.61,0.6,0.7,0.69,0.77,0.75,0.76,0.59,0.66,0.69,0.79,0.58,0.61,0.64,0.62,0.63,0.42,0.49,RB,DEF,1
Karol Fila,RB,Poland,0.66,0.74,0.5,0.59,0.68,0.63,0.67,0.75,0.73,0.71,0.66,0.68,0.58,0.68,0.64,0.74,0.67,0.65,0.59,0.63,0.61,0.54,RB,DEF,2
Stuart Findlay,CB,Scotland,0.66,0.5,0.41,0.5,0.5,0.65,0.76,0.48,0.52,0.4,0.34,0.56,0.56,0.81,0.73,0.78,0.63,0.62,0.64,0.67,0.72,0.58,CB,DEF,5
Chris Forino,CB,St. Lucia,0.66,0.7,0.24,0.39,0.47,0.65,0.76,0.7,0.7,0.53,0.41,0.47,0.59,0.85,0.62,0.82,0.66,0.63,0.65,0.64,0.67,0.34,CB,DEF,5
Craig Forsyth,LB,Scotland,0.66,0.5,0.57,0.62,0.61,0.68,0.66,0.48,0.52,0.47,0.52,0.65,0.66,0.7,0.67,0.66,0.68,0.67,0.68,0.66,0.68,0.67,LB,DEF,3
Adam Gabriel,RB,Czech Republic,0.66,0.69,0.35,0.57,0.61,0.62,0.76,0.67,0.71,0.58,0.43,0.65,0.61,0.77,0.7,0.86,0.59,0.57,0.59,0.64,0.77,0.46,RB,DEF,5
Nahuel Gallardo,LB,Argentina,0.66,0.68,0.41,0.62,0.65,0.62,0.68,0.69,0.68,0.67,0.66,0.62,0.65,0.66,0.68,0.7,0.63,0.62,0.62,0.63,0.6,0.49,LB,DEF,2
Brendan Galloway,CB,Zimbabwe,0.66,0.66,0.37,0.55,0.59,0.66,0.66,0.64,0.67,0.63,0.57,0.61,0.63,0.73,0.54,0.73,0.67,0.66,0.66,0.64,0.63,0.46,CB,DEF,5
Jens Martin Gammelby,RB,Denmark,0.66,0.71,0.58,0.59,0.63,0.6,0.77,0.7,0.72,0.6,0.64,0.65,0.6,0.78,0.8,0.77,0.64,0.62,0.57,0.59,0.61,0.65,RB,DEF,2
Cristian Ganea,LB,Romania,0.66,0.68,0.65,0.67,0.63,0.61,0.65,0.69,0.68,0.67,0.66,0.63,0.6,0.65,0.71,0.61,0.61,0.61,0.65,0.62,0.48,0.8,LB,DEF,2
Adrian Gantenbein,RB,Switzerland,0.66,0.68,0.48,0.58,0.63,0.61,0.65,0.69,0.68,0.65,0.64,0.63,0.65,0.67,0.71,0.65,0.62,0.64,0.62,0.61,0.54,0.54,RB,DEF,2
Alan García,RB,Uruguay,0.66,0.73,0.59,0.61,0.63,0.6,0.58,0.73,0.73,0.75,0.66,0.58,0.55,0.48,0.72,0.57,0.58,0.68,0.57,0.69,0.53,0.56,RB,DEF,1
Pablo García,LB,Spain,0.66,0.76,0.38,0.53,0.63,0.6,0.69,0.77,0.75,0.73,0.79,0.6,0.61,0.63,0.81,0.68,0.62,0.62,0.6,0.63,0.5,0.44,LB,DEF,1
Espen Bjørnsen Garnås,CB,Norway,0.66,0.36,0.33,0.48,0.47,0.65,0.79,0.37,0.36,0.36,0.51,0.54,0.62,0.88,0.7,0.72,0.65,0.62,0.66,0.65,0.67,0.47,CB,DEF,5
Jordy Gaspar,RB,France,0.66,0.79,0.43,0.57,0.66,0.6,0.68,0.77,0.81,0.8,0.85,0.63,0.59,0.6,0.78,0.71,0.61,0.63,0.58,0.6,0.56,0.56,RB,DEF,1
Jason Geria,RB,Australia,0.66,0.72,0.37,0.54,0.59,0.62,0.8,0.73,0.72,0.62,0.49,0.65,0.59,0.83,0.82,0.82,0.63,0.65,0.6,0.61,0.61,0.48,RB,DEF,2
Francisco Gerometta,RB,Argentina,0.66,0.81,0.49,0.54,0.64,0.6,0.7,0.8,0.82,0.76,0.79,0.63,0.58,0.62,0.84,0.67,0.61,0.62,0.6,0.61,0.49,0.57,RB,DEF,1
Kamil Glik,CB,Poland,0.66,0.32,0.32,0.43,0.53,0.64,0.75,0.34,0.3,0.31,0.5,0.61,0.62,0.84,0.56,0.74,0.62,0.61,0.66,0.62,0.72,0.57,CB,DEF,5
Anthony Gonçalves,RB,France,0.66,0.47,0.54,0.65,0.67,0.63,0.79,0.39,0.53,0.72,0.77,0.65,0.73,0.85,0.85,0.55,0.65,0.63,0.67,0.65,0.36,0.59,RB,DEF,2
Soner Gönül,LB,Turkey,0.66,0.72,0.35,0.51,0.61,0.63,0.57,0.74,0.71,0.74,0.78,0.59,0.59,0.48,0.7,0.57,0.65,0.66,0.64,0.64,0.51,0.5,LB,DEF,1
Imanol González,CB,Argentina,0.66,0.53,0.29,0.38,0.38,0.66,0.7,0.51,0.55,0.5,0.51,0.44,0.62,0.77,0.58,0.72,0.67,0.63,0.68,0.63,0.68,0.45,CB,DEF,5
Urko González,CB,Spain,0.66,0.46,0.43,0.59,0.52,0.66,0.68,0.5,0.42,0.55,0.49,0.6,0.61,0.76,0.59,0.76,0.69,0.66,0.62,0.64,0.71,0.46,CB,DEF,3
Charlie Goode,CB,England,0.66,0.54,0.32,0.48,0.54,0.65,0.73,0.51,0.56,0.53,0.52,0.55,0.58,0.8,0.63,0.73,0.63,0.65,0.67,0.64,0.67,0.41,CB,DEF,5
Simon Graves,RB,Denmark,0.66,0.59,0.47,0.59,0.61,0.66,0.74,0.57,0.61,0.55,0.56,0.64,0.64,0.84,0.67,0.77,0.68,0.65,0.65,0.66,0.66,0.69,RB,DEF,3
Pascal Gregor,CB,Denmark,0.66,0.6,0.39,0.53,0.58,0.65,0.7,0.64,0.56,0.61,0.66,0.64,0.62,0.76,0.64,0.75,0.67,0.66,0.63,0.64,0.63,0.56,CB,DEF,3
Ruan,RB,Brazil,0.66,0.92,0.31,0.6,0.67,0.55,0.66,0.91,0.93,0.86,0.75,0.65,0.59,0.61,0.75,0.71,0.59,0.6,0.54,0.51,0.49,0.45,RB,DEF,1
Mateusz Grzybek,LB,Poland,0.66,0.75,0.46,0.6,0.63,0.59,0.64,0.74,0.75,0.72,0.73,0.59,0.62,0.58,0.81,0.57,0.62,0.63,0.59,0.6,0.42,0.41,LB,DEF,1
Tomás Guidara,RB,Argentina,0.66,0.83,0.41,0.56,0.67,0.6,0.72,0.82,0.84,0.78,0.48,0.67,0.59,0.7,0.83,0.73,0.61,0.6,0.61,0.6,0.51,0.57,RB,DEF,2
Dominique Guidi,CB,France,0.66,0.65,0.36,0.51,0.51,0.67,0.78,0.68,0.62,0.74,0.77,0.51,0.6,0.77,0.88,0.78,0.68,0.63,0.69,0.65,0.67,0.39,CB,DEF,2
Kreshnik Hajrizi,CB,Kosovo,0.66,0.68,0.33,0.51,0.6,0.64,0.75,0.67,0.69,0.56,0.55,0.64,0.65,0.72,0.82,0.74,0.65,0.63,0.64,0.6,0.66,0.41,CB,DEF,2
Bradley Halliday,RB,England,0.66,0.78,0.4,0.54,0.61,0.6,0.74,0.75,0.8,0.75,0.77,0.57,0.64,0.68,0.91,0.69,0.62,0.6,0.57,0.63,0.52,0.49,RB,DEF,2
Tom Hamer,RB,England,0.66,0.7,0.48,0.57,0.6,0.61,0.82,0.73,0.68,0.63,0.67,0.6,0.62,0.79,0.87,0.8,0.62,0.61,0.61,0.6,0.61,0.56,RB,DEF,2
CJ Hamilton,RB,Republic of Ireland,0.66,0.89,0.59,0.59,0.64,0.56,0.66,0.9,0.89,0.7,0.63,0.64,0.63,0.63,0.79,0.74,0.57,0.55,0.55,0.57,0.54,0.67,RB,DEF,1
Eirik Haugan,CB,Norway,0.66,0.52,0.4,0.47,0.58,0.65,0.73,0.54,0.5,0.64,0.69,0.62,0.66,0.77,0.69,0.72,0.67,0.65,0.66,0.63,0.63,0.49,CB,DEF,3
Gustav Henriksson,CB,Sweden,0.66,0.62,0.39,0.55,0.5,0.64,0.69,0.6,0.64,0.43,0.61,0.56,0.62,0.79,0.49,0.76,0.64,0.62,0.63,0.66,0.66,0.45,CB,DEF,5
David Herold,LB,Germany,0.66,0.65,0.36,0.56,0.65,0.62,0.66,0.65,0.65,0.69,0.66,0.64,0.64,0.66,0.75,0.61,0.66,0.63,0.6,0.65,0.49,0.36,LB,DEF,1
Abdulbasit Hindi,CB,Saudi Arabia,0.66,0.69,0.23,0.47,0.53,0.66,0.69,0.67,0.7,0.54,0.69,0.6,0.62,0.7,0.7,0.73,0.68,0.66,0.64,0.62,0.69,0.36,CB,DEF,5
Tom Holmes,CB,England,0.66,0.46,0.25,0.55,0.55,0.65,0.71,0.44,0.47,0.48,0.55,0.57,0.62,0.76,0.6,0.68,0.66,0.67,0.64,0.65,0.64,0.35,CB,DEF,5
Fraser Horsfall,CB,England,0.66,0.54,0.33,0.43,0.43,0.65,0.8,0.53,0.54,0.53,0.51,0.49,0.62,0.88,0.77,0.78,0.66,0.62,0.65,0.64,0.68,0.44,CB,DEF,5
Sam Hughes,CB,England,0.66,0.52,0.41,0.49,0.49,0.65,0.78,0.53,0.51,0.5,0.54,0.5,0.61,0.85,0.72,0.77,0.64,0.62,0.67,0.62,0.69,0.5,CB,DEF,5
Marian Huja,CB,Portugal,0.66,0.62,0.38,0.46,0.47,0.65,0.77,0.63,0.61,0.65,0.47,0.45,0.64,0.8,0.77,0.77,0.67,0.64,0.64,0.65,0.65,0.58,CB,DEF,5
Anel Husic,CB,Switzerland,0.66,0.67,0.31,0.46,0.53,0.66,0.75,0.66,0.67,0.67,0.58,0.53,0.53,0.77,0.75,0.76,0.68,0.67,0.68,0.61,0.62,0.42,CB,DEF,5
Cesar Ibañez,LB,Argentina,0.66,0.73,0.33,0.56,0.62,0.61,0.66,0.72,0.73,0.6,0.66,0.64,0.59,0.65,0.65,0.64,0.67,0.65,0.6,0.58,0.49,0.25,LB,DEF,1
Wilson Ibarrola,LB,Paraguay,0.66,0.81,0.29,0.52,0.57,0.6,0.59,0.8,0.81,0.67,0.68,0.62,0.6,0.57,0.65,0.69,0.68,0.65,0.52,0.6,0.55,0.23,LB,DEF,1
Marco Imperiale,CB,Italy,0.66,0.67,0.37,0.56,0.62,0.67,0.65,0.67,0.67,0.63,0.71,0.61,0.62,0.66,0.66,0.71,0.68,0.67,0.68,0.64,0.66,0.6,CB,DEF,2
Matty Jacob,LB,England,0.66,0.65,0.37,0.58,0.63,0.63,0.65,0.63,0.66,0.62,0.66,0.64,0.65,0.63,0.66,0.67,0.65,0.63,0.63,0.62,0.6,0.38,LB,DEF,1
Reece James,LB,England,0.66,0.7,0.5,0.57,0.65,0.63,0.64,0.73,0.67,0.83,0.83,0.63,0.63,0.61,0.7,0.69,0.64,0.63,0.64,0.63,0.56,0.61,LB,DEF,2
Patryk Janasik,LB,Poland,0.66,0.75,0.49,0.6,0.65,0.59,0.61,0.76,0.74,0.81,0.72,0.64,0.62,0.46,0.84,0.55,0.62,0.59,0.58,0.61,0.45,0.43,LB,DEF,1
Wolke Janssens,CB,Belgium,0.66,0.64,0.64,0.59,0.64,0.67,0.67,0.61,0.67,0.73,0.67,0.63,0.62,0.65,0.69,0.69,0.66,0.66,0.69,0.67,0.66,0.7,CB,DEF,2
Erik Janža,LB,Slovenia,0.66,0.6,0.5,0.65,0.63,0.61,0.67,0.57,0.62,0.62,0.79,0.65,0.62,0.58,0.8,0.59,0.63,0.62,0.6,0.62,0.55,0.62,LB,DEF,1
Artur Jędrzejczyk,CB,Poland,0.66,0.34,0.48,0.57,0.59,0.64,0.76,0.33,0.34,0.56,0.61,0.57,0.6,0.8,0.66,0.66,0.67,0.62,0.61,0.63,0.65,0.69,CB,DEF,3
Magnus R. Jensen,CB,Denmark,0.66,0.47,0.49,0.46,0.54,0.64,0.79,0.52,0.43,0.5,0.52,0.6,0.61,0.89,0.66,0.77,0.66,0.61,0.64,0.63,0.67,0.55,CB,DEF,3
Jiang Zhipeng,LB,China PR,0.66,0.64,0.6,0.66,0.65,0.63,0.66,0.57,0.69,0.72,0.67,0.6,0.67,0.68,0.72,0.61,0.65,0.61,0.64,0.65,0.51,0.68,LB,DEF,2
Sondre Solholm Johansen,CB,Norway,0.66,0.48,0.33,0.42,0.52,0.65,0.75,0.54,0.43,0.37,0.56,0.59,0.62,0.83,0.67,0.75,0.65,0.66,0.65,0.62,0.65,0.45,CB,DEF,5
Andreas Johansson,CB,Sweden,0.66,0.32,0.49,0.58,0.57,0.65,0.7,0.31,0.32,0.45,0.5,0.63,0.74,0.76,0.59,0.64,0.63,0.56,0.7,0.67,0.62,0.64,CB,DEF,3
Lloyd Jones,CB,England,0.66,0.56,0.28,0.43,0.44,0.64,0.78,0.52,0.59,0.39,0.5,0.47,0.64,0.84,0.71,0.75,0.64,0.63,0.64,0.62,0.66,0.44,CB,DEF,5
Jakub Jugas,CB,Czech Republic,0.66,0.46,0.45,0.51,0.5,0.64,0.74,0.45,0.47,0.53,0.46,0.55,0.63,0.81,0.67,0.72,0.65,0.65,0.62,0.64,0.68,0.55,CB,DEF,5
Hasan Ali Kaldırım,LB,Turkey,0.66,0.61,0.54,0.63,0.66,0.65,0.68,0.6,0.62,0.63,0.73,0.67,0.65,0.7,0.62,0.66,0.64,0.68,0.68,0.64,0.55,0.72,LB,DEF,2
Steve Kapuadi,CB,France,0.66,0.6,0.25,0.4,0.36,0.65,0.78,0.63,0.57,0.34,0.32,0.54,0.58,0.9,0.68,0.79,0.67,0.66,0.66,0.64,0.6,0.33,CB,DEF,5
Denso Kasius,RB,Holland,0.66,0.78,0.45,0.62,0.65,0.59,0.65,0.76,0.79,0.77,0.65,0.66,0.56,0.62,0.71,0.6,0.63,0.65,0.56,0.58,0.53,0.6,RB,DEF,1
Aléxandros Katránis,LB,Greece,0.66,0.72,0.49,0.6,0.65,0.62,0.66,0.71,0.72,0.7,0.72,0.65,0.62,0.63,0.69,0.72,0.64,0.6,0.59,0.62,0.64,0.58,LB,DEF,2
Thomas Keller,CB,Germany,0.66,0.6,0.42,0.56,0.54,0.64,0.7,0.65,0.55,0.59,0.53,0.6,0.64,0.77,0.54,0.77,0.67,0.63,0.64,0.6,0.66,0.61,CB,DEF,5
Jason Kerr,CB,Scotland,0.66,0.67,0.44,0.52,0.58,0.64,0.77,0.69,0.66,0.61,0.64,0.58,0.62,0.82,0.72,0.88,0.64,0.63,0.64,0.64,0.65,0.58,CB,DEF,2
Kaine Kesler-Hayden,RB,England,0.66,0.77,0.48,0.6,0.65,0.6,0.59,0.78,0.77,0.82,0.71,0.61,0.61,0.5,0.71,0.59,0.63,0.6,0.6,0.6,0.48,0.42,RB,DEF,1
Kim Dong Min,CB,Korea Republic,0.66,0.76,0.38,0.5,0.6,0.65,0.76,0.77,0.76,0.82,0.86,0.57,0.67,0.75,0.82,0.77,0.64,0.68,0.69,0.64,0.56,0.34,CB,DEF,2
Kim Min Duk,CB,Korea Republic,0.66,0.64,0.33,0.38,0.53,0.66,0.73,0.69,0.6,0.64,0.59,0.58,0.6,0.8,0.63,0.8,0.66,0.59,0.68,0.64,0.69,0.39,CB,DEF,5
Kim Geon Woong,CB,Korea Republic,0.66,0.62,0.53,0.56,0.63,0.64,0.75,0.63,0.61,0.68,0.6,0.66,0.61,0.79,0.71,0.76,0.66,0.56,0.62,0.67,0.64,0.67,CB,DEF,2
Kim Young Bin,CB,Korea Republic,0.66,0.62,0.28,0.47,0.46,0.65,0.77,0.64,0.61,0.58,0.6,0.58,0.6,0.86,0.68,0.85,0.63,0.59,0.69,0.62,0.71,0.35,CB,DEF,5
Leon King,CB,Scotland,0.66,0.69,0.34,0.6,0.65,0.66,0.64,0.68,0.7,0.68,0.71,0.67,0.64,0.7,0.54,0.71,0.68,0.65,0.65,0.67,0.62,0.47,CB,DEF,2
Peter Kioso,RB,Republic of Ireland,0.66,0.7,0.45,0.58,0.63,0.63,0.68,0.7,0.7,0.66,0.58,0.62,0.61,0.65,0.73,0.72,0.64,0.62,0.62,0.6,0.67,0.46,RB,DEF,2
Josh Knight,CB,England,0.66,0.55,0.52,0.51,0.57,0.66,0.75,0.54,0.56,0.54,0.58,0.59,0.64,0.75,0.77,0.71,0.66,0.65,0.67,0.65,0.67,0.54,CB,DEF,3
Tim Knipping,CB,Germany,0.66,0.41,0.33,0.48,0.49,0.65,0.77,0.36,0.45,0.47,0.56,0.5,0.62,0.88,0.65,0.71,0.68,0.67,0.63,0.62,0.66,0.46,CB,DEF,5
Fredrik P. Knudsen,CB,Norway,0.66,0.41,0.31,0.44,0.46,0.64,0.79,0.39,0.42,0.38,0.46,0.55,0.61,0.86,0.72,0.71,0.66,0.64,0.63,0.64,0.63,0.51,CB,DEF,5
Dimitrios Kolovetsios,CB,Greece,0.66,0.52,0.33,0.5,0.5,0.68,0.71,0.53,0.52,0.53,0.65,0.49,0.65,0.72,0.74,0.61,0.65,0.67,0.71,0.69,0.66,0.5,CB,DEF,5
Bartosz Kopacz,RB,Poland,0.66,0.63,0.37,0.51,0.5,0.65,0.76,0.61,0.65,0.57,0.66,0.53,0.66,0.81,0.79,0.79,0.65,0.64,0.66,0.63,0.7,0.48,RB,DEF,3
Niko Koulis,CB,Germany,0.66,0.55,0.26,0.4,0.42,0.66,0.72,0.55,0.55,0.59,0.57,0.44,0.64,0.79,0.63,0.74,0.69,0.65,0.66,0.61,0.66,0.33,CB,DEF,5
Frans Krätzig,LB,Germany,0.66,0.66,0.45,0.61,0.71,0.62,0.53,0.68,0.64,0.8,0.75,0.7,0.69,0.47,0.61,0.45,0.68,0.66,0.61,0.63,0.38,0.49,LB,DEF,1
Ruben Kristiansen,LB,Norway,0.66,0.72,0.47,0.58,0.62,0.63,0.66,0.74,0.71,0.72,0.67,0.63,0.65,0.65,0.71,0.67,0.65,0.62,0.66,0.63,0.51,0.52,LB,DEF,2
Japhet Sery Larsen,CB,Denmark,0.66,0.78,0.41,0.56,0.62,0.64,0.74,0.75,0.8,0.74,0.75,0.64,0.65,0.76,0.74,0.81,0.65,0.63,0.64,0.64,0.65,0.52,CB,DEF,2
Lasure,LB,Spain,0.66,0.69,0.44,0.57,0.6,0.63,0.74,0.71,0.67,0.67,0.71,0.59,0.62,0.76,0.78,0.76,0.64,0.65,0.61,0.63,0.59,0.66,LB,DEF,2
Aleks Ławniczak,CB,Poland,0.66,0.84,0.27,0.41,0.4,0.64,0.75,0.88,0.81,0.48,0.49,0.46,0.62,0.85,0.64,0.9,0.67,0.65,0.62,0.64,0.64,0.34,CB,DEF,5
Jamie Lawrence,CB,Germany,0.66,0.6,0.26,0.48,0.4,0.67,0.72,0.63,0.58,0.34,0.34,0.41,0.55,0.83,0.56,0.72,0.69,0.63,0.64,0.69,0.7,0.42,CB,DEF,5
William Le Pogam,LB,France,0.66,0.64,0.34,0.57,0.62,0.6,0.63,0.66,0.62,0.62,0.64,0.64,0.65,0.59,0.83,0.6,0.6,0.58,0.65,0.57,0.5,0.3,LB,DEF,1
Lee Ju Yong,LB,Korea Republic,0.66,0.79,0.58,0.57,0.66,0.6,0.7,0.79,0.79,0.76,0.66,0.63,0.64,0.73,0.7,0.74,0.59,0.61,0.61,0.62,0.51,0.59,LB,DEF,2
Lee Yong,RB,Korea Republic,0.66,0.62,0.5,0.65,0.63,0.63,0.7,0.66,0.58,0.59,0.69,0.7,0.64,0.73,0.69,0.7,0.64,0.57,0.62,0.67,0.56,0.58,RB,DEF,2
Lee Gi Hyeok,CB,Korea Republic,0.66,0.77,0.55,0.55,0.65,0.63,0.77,0.77,0.77,0.75,0.57,0.59,0.66,0.78,0.8,0.83,0.63,0.61,0.6,0.66,0.66,0.62,CB,DEF,2
Lee Jae Ik,CB,Korea Republic,0.66,0.63,0.3,0.51,0.46,0.63,0.76,0.7,0.58,0.66,0.56,0.62,0.58,0.83,0.68,0.81,0.63,0.66,0.63,0.61,0.68,0.39,CB,DEF,5
Lee Sang Min,CB,Korea Republic,0.66,0.59,0.25,0.42,0.4,0.66,0.7,0.55,0.62,0.53,0.47,0.44,0.6,0.81,0.54,0.75,0.67,0.65,0.62,0.7,0.66,0.25,CB,DEF,5
Kelvin Leerdam,CB,Suriname,0.66,0.5,0.49,0.63,0.65,0.65,0.71,0.69,0.35,0.71,0.72,0.65,0.64,0.72,0.67,0.75,0.64,0.62,0.66,0.65,0.67,0.6,CB,DEF,2
