Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,att_cluster
Renzo Sanchez,RW,Uruguay,0.65,0.77,0.61,0.58,0.65,0.36,0.53,0.79,0.75,0.75,0.58,0.66,0.59,0.59,0.54,0.7,0.34,0.3,0.35,0.31,0.58,0.62,RW,ATT,7
Thomas Santos,RW,Denmark,0.65,0.86,0.55,0.6,0.65,0.56,0.66,0.84,0.87,0.7,0.82,0.64,0.62,0.66,0.78,0.7,0.56,0.53,0.57,0.58,0.49,0.59,RW,ATT,2
Christian Saydee,ST,England,0.65,0.75,0.61,0.54,0.65,0.43,0.82,0.76,0.74,0.69,0.74,0.65,0.63,0.9,0.71,0.85,0.49,0.35,0.4,0.33,0.59,0.67,ST,ATT,2
Patrick Schmidt,ST,Germany,0.65,0.59,0.66,0.4,0.59,0.3,0.74,0.63,0.56,0.64,0.61,0.62,0.63,0.8,0.8,0.78,0.31,0.23,0.23,0.23,0.69,0.73,ST,ATT,1
Fábio Nunes,RW,Portugal,0.65,0.76,0.55,0.62,0.67,0.58,0.68,0.77,0.75,0.81,0.76,0.65,0.66,0.66,0.76,0.63,0.61,0.59,0.59,0.58,0.43,0.54,RW,ATT,2
Ruel Sotiriou,ST,Cyprus,0.65,0.83,0.65,0.56,0.69,0.22,0.62,0.83,0.83,0.83,0.83,0.64,0.6,0.59,0.84,0.69,0.25,0.2,0.14,0.14,0.53,0.67,ST,ATT,7
Moussa Soumano,ST,France,0.65,0.75,0.66,0.51,0.61,0.27,0.64,0.74,0.76,0.61,0.64,0.62,0.63,0.7,0.63,0.75,0.26,0.19,0.25,0.19,0.63,0.71,ST,ATT,5
Halldor Stenevik,RW,Norway,0.65,0.77,0.55,0.61,0.65,0.49,0.68,0.78,0.76,0.76,0.72,0.64,0.6,0.64,0.79,0.67,0.51,0.5,0.47,0.5,0.49,0.54,RW,ATT,2
Layton Stewart,ST,England,0.65,0.73,0.66,0.51,0.67,0.33,0.57,0.75,0.71,0.79,0.8,0.65,0.62,0.56,0.58,0.66,0.35,0.31,0.28,0.28,0.56,0.68,ST,ATT,7
Cole Stockton,ST,England,0.65,0.65,0.66,0.52,0.61,0.33,0.78,0.63,0.67,0.65,0.72,0.6,0.65,0.81,0.8,0.78,0.34,0.12,0.32,0.25,0.66,0.7,ST,ATT,1
Finn Stokkers,ST,Holland,0.65,0.63,0.65,0.44,0.65,0.29,0.7,0.67,0.6,0.71,0.64,0.67,0.62,0.77,0.74,0.85,0.18,0.14,0.4,0.16,0.65,0.68,ST,ATT,5
Abdoul Fessal Tapsoba,ST,Burkina Faso,0.65,0.83,0.66,0.54,0.67,0.22,0.54,0.84,0.83,0.81,0.73,0.67,0.52,0.56,0.59,0.71,0.18,0.19,0.15,0.23,0.57,0.69,ST,ATT,5
Kay Tejan,ST,Holland,0.65,0.68,0.62,0.53,0.67,0.32,0.84,0.67,0.68,0.74,0.62,0.69,0.58,0.95,0.71,0.84,0.32,0.19,0.23,0.36,0.64,0.67,ST,ATT,4
Jordan Tell,ST,France,0.65,0.58,0.65,0.59,0.66,0.31,0.64,0.66,0.52,0.69,0.61,0.65,0.64,0.68,0.62,0.72,0.25,0.24,0.27,0.28,0.7,0.68,ST,ATT,1
Pascal Testroet,ST,Germany,0.65,0.63,0.67,0.56,0.62,0.38,0.76,0.54,0.7,0.6,0.74,0.63,0.65,0.8,0.72,0.73,0.4,0.33,0.32,0.35,0.64,0.75,ST,ATT,1
Yoann Touzghar,ST,Tunisia,0.65,0.62,0.66,0.61,0.64,0.24,0.65,0.56,0.67,0.78,0.69,0.64,0.63,0.71,0.58,0.71,0.22,0.18,0.18,0.18,0.68,0.68,ST,ATT,5
Jacob Trenskow,RW,Denmark,0.65,0.66,0.6,0.62,0.67,0.48,0.46,0.64,0.68,0.74,0.72,0.67,0.61,0.39,0.52,0.43,0.51,0.47,0.47,0.45,0.45,0.58,RW,ATT,2
Alexander Ruud Tveter,ST,Norway,0.65,0.5,0.68,0.59,0.6,0.32,0.74,0.49,0.51,0.53,0.59,0.63,0.61,0.83,0.66,0.74,0.3,0.25,0.24,0.34,0.66,0.79,ST,ATT,1
Daniel Udoh,ST,Nigeria,0.65,0.81,0.63,0.52,0.65,0.39,0.77,0.82,0.81,0.81,0.76,0.62,0.62,0.81,0.82,0.86,0.39,0.32,0.4,0.31,0.61,0.64,ST,ATT,2
Amourricho van Axel Dongen,LW,Holland,0.65,0.81,0.59,0.57,0.68,0.29,0.59,0.82,0.81,0.73,0.76,0.71,0.56,0.65,0.55,0.55,0.28,0.27,0.29,0.26,0.39,0.58,LW,ATT,7
Thom van Bergen,ST,Holland,0.65,0.77,0.63,0.54,0.69,0.31,0.5,0.76,0.78,0.69,0.66,0.68,0.63,0.49,0.46,0.63,0.33,0.3,0.23,0.25,0.59,0.65,ST,ATT,7
Nikola Vasic,ST,Sweden,0.65,0.6,0.63,0.52,0.58,0.52,0.75,0.56,0.63,0.55,0.52,0.61,0.62,0.89,0.58,0.79,0.53,0.48,0.44,0.58,0.68,0.62,ST,ATT,2
Kyle Vassell,ST,Northern Ireland,0.65,0.75,0.66,0.49,0.61,0.35,0.74,0.75,0.75,0.7,0.62,0.62,0.59,0.83,0.68,0.84,0.35,0.28,0.32,0.27,0.66,0.75,ST,ATT,4
Rocco Vata,RW,Republic of Ireland,0.65,0.85,0.59,0.54,0.7,0.32,0.52,0.89,0.82,0.85,0.82,0.66,0.6,0.51,0.55,0.58,0.35,0.28,0.28,0.33,0.37,0.7,RW,ATT,7
Janus Vivar,LW,Ecuador,0.65,0.8,0.63,0.55,0.66,0.31,0.7,0.8,0.8,0.72,0.73,0.62,0.66,0.72,0.8,0.78,0.19,0.18,0.49,0.16,0.58,0.66,LW,ATT,4
Tyler Walker,ST,England,0.65,0.75,0.65,0.56,0.66,0.36,0.59,0.74,0.76,0.77,0.72,0.65,0.63,0.61,0.6,0.72,0.34,0.18,0.39,0.31,0.61,0.67,ST,ATT,5
Danny Ward,ST,England,0.65,0.62,0.66,0.62,0.64,0.39,0.67,0.67,0.58,0.69,0.68,0.64,0.64,0.67,0.72,0.71,0.37,0.32,0.41,0.29,0.65,0.72,ST,ATT,1
Magnus Warming,LW,Denmark,0.65,0.75,0.58,0.55,0.7,0.33,0.52,0.79,0.71,0.8,0.72,0.67,0.61,0.52,0.52,0.6,0.33,0.3,0.3,0.3,0.48,0.59,LW,ATT,7
Conor Washington,ST,Northern Ireland,0.65,0.74,0.65,0.58,0.64,0.34,0.71,0.74,0.74,0.72,0.66,0.64,0.64,0.7,0.7,0.74,0.29,0.28,0.36,0.3,0.6,0.66,ST,ATT,4
Marley Watkins,ST,Wales,0.65,0.73,0.62,0.6,0.66,0.28,0.68,0.68,0.77,0.74,0.78,0.67,0.64,0.66,0.69,0.71,0.19,0.21,0.31,0.22,0.64,0.65,ST,ATT,5
Maximilian Wolfram,ST,Germany,0.65,0.73,0.64,0.61,0.65,0.37,0.68,0.7,0.75,0.72,0.62,0.64,0.61,0.71,0.73,0.68,0.36,0.41,0.34,0.35,0.52,0.73,ST,ATT,2
Kyle Wootton,ST,England,0.65,0.68,0.62,0.47,0.63,0.26,0.83,0.66,0.69,0.65,0.65,0.63,0.63,0.86,0.8,0.81,0.23,0.19,0.2,0.23,0.67,0.64,ST,ATT,5
Bernhard Zimmermann,ST,Austria,0.65,0.72,0.66,0.56,0.66,0.3,0.78,0.73,0.71,0.78,0.76,0.66,0.55,0.77,0.8,0.8,0.26,0.27,0.31,0.22,0.62,0.68,ST,ATT,4
Kévin Zohi,ST,Mali,0.65,0.79,0.62,0.61,0.7,0.25,0.59,0.77,0.8,0.82,0.68,0.7,0.56,0.63,0.68,0.76,0.23,0.21,0.19,0.16,0.66,0.64,ST,ATT,5
Adam Zreľák,ST,Slovakia,0.65,0.51,0.67,0.49,0.62,0.29,0.75,0.48,0.54,0.65,0.69,0.65,0.65,0.81,0.65,0.72,0.26,0.19,0.27,0.25,0.64,0.68,ST,ATT,1
Joël Zwarts,ST,Holland,0.65,0.76,0.64,0.51,0.65,0.24,0.73,0.78,0.75,0.68,0.6,0.66,0.62,0.8,0.66,0.81,0.22,0.17,0.18,0.2,0.58,0.7,ST,ATT,5
Hakim Abdallah,ST,Madagascar,0.64,0.77,0.62,0.56,0.61,0.36,0.8,0.78,0.76,0.68,0.69,0.64,0.58,0.85,0.83,0.86,0.36,0.29,0.32,0.34,0.61,0.72,ST,ATT,4
Suleiman Abdullahi,ST,Nigeria,0.64,0.68,0.64,0.56,0.66,0.2,0.71,0.67,0.68,0.65,0.68,0.62,0.53,0.84,0.38,0.76,0.18,0.12,0.14,0.17,0.56,0.75,ST,ATT,5
Asumah Abubakar,ST,Portugal,0.64,0.82,0.62,0.57,0.67,0.38,0.64,0.8,0.83,0.78,0.69,0.67,0.58,0.63,0.65,0.73,0.35,0.29,0.42,0.3,0.59,0.65,ST,ATT,2
Diego Acosta,ST,Paraguay,0.64,0.64,0.68,0.43,0.68,0.24,0.5,0.62,0.65,0.6,0.78,0.7,0.6,0.4,0.59,0.52,0.21,0.18,0.21,0.2,0.6,0.7,ST,ATT,5
Abdulfatah Adam,ST,Saudi Arabia,0.64,0.76,0.63,0.48,0.64,0.19,0.61,0.79,0.74,0.75,0.64,0.65,0.53,0.67,0.6,0.85,0.11,0.11,0.16,0.16,0.62,0.66,ST,ATT,5
Dan Agyei,ST,England,0.64,0.81,0.61,0.52,0.65,0.34,0.76,0.79,0.83,0.74,0.72,0.64,0.58,0.79,0.76,0.83,0.34,0.31,0.29,0.27,0.62,0.62,ST,ATT,4
Agustín Albarracín,LW,Uruguay,0.64,0.65,0.67,0.59,0.65,0.4,0.5,0.62,0.67,0.75,0.68,0.61,0.56,0.49,0.67,0.55,0.26,0.27,0.49,0.44,0.55,0.68,LW,ATT,2
Eirik Ulland Andersen,LW,Norway,0.64,0.63,0.64,0.66,0.64,0.34,0.55,0.62,0.64,0.65,0.67,0.65,0.65,0.57,0.61,0.58,0.3,0.29,0.36,0.31,0.52,0.71,LW,ATT,5
Bruce Anderson,ST,Scotland,0.64,0.77,0.64,0.51,0.64,0.19,0.62,0.8,0.75,0.75,0.65,0.63,0.63,0.62,0.65,0.75,0.12,0.14,0.16,0.14,0.62,0.7,ST,ATT,5
Chuks Aneke,ST,England,0.64,0.53,0.63,0.57,0.61,0.45,0.79,0.49,0.56,0.47,0.65,0.63,0.61,0.92,0.53,0.76,0.49,0.39,0.38,0.44,0.64,0.68,ST,ATT,1
Louis Appéré,ST,Scotland,0.64,0.81,0.62,0.62,0.66,0.46,0.78,0.82,0.8,0.85,0.75,0.63,0.62,0.83,0.83,0.81,0.5,0.45,0.4,0.45,0.52,0.65,ST,ATT,2
Jonas Arweiler,ST,Germany,0.64,0.55,0.64,0.51,0.6,0.27,0.67,0.54,0.55,0.63,0.54,0.63,0.65,0.79,0.57,0.74,0.23,0.21,0.27,0.16,0.67,0.68,ST,ATT,1
Mauricio Asenjo,ST,Argentina,0.64,0.58,0.65,0.39,0.64,0.34,0.68,0.54,0.61,0.67,0.62,0.65,0.64,0.72,0.71,0.7,0.24,0.18,0.44,0.24,0.67,0.73,ST,ATT,1
Jaydon Banel,LW,Holland,0.64,0.79,0.56,0.56,0.67,0.29,0.48,0.8,0.79,0.76,0.82,0.66,0.58,0.51,0.54,0.59,0.3,0.32,0.26,0.24,0.45,0.66,LW,ATT,7
Víctor Barberá,ST,Spain,0.64,0.82,0.61,0.58,0.69,0.2,0.51,0.86,0.79,0.83,0.75,0.69,0.64,0.54,0.6,0.7,0.17,0.2,0.15,0.12,0.56,0.6,ST,ATT,7
Nadhir Benbouali,ST,Algeria,0.64,0.63,0.64,0.54,0.57,0.23,0.7,0.55,0.7,0.56,0.41,0.63,0.58,0.81,0.57,0.76,0.23,0.15,0.15,0.18,0.68,0.65,ST,ATT,1
Miguel Berry,ST,Spain,0.64,0.7,0.6,0.48,0.64,0.27,0.69,0.68,0.71,0.58,0.48,0.65,0.6,0.73,0.63,0.74,0.22,0.24,0.23,0.25,0.63,0.7,ST,ATT,5
Mohamed Berte,LW,Belgium,0.64,0.82,0.61,0.55,0.64,0.2,0.52,0.86,0.79,0.72,0.81,0.61,0.58,0.6,0.53,0.74,0.12,0.15,0.19,0.16,0.55,0.59,LW,ATT,5
Paul-Philipp Besong,ST,Germany,0.64,0.78,0.58,0.42,0.67,0.29,0.68,0.74,0.82,0.69,0.76,0.69,0.6,0.81,0.49,0.82,0.29,0.23,0.24,0.25,0.6,0.59,ST,ATT,5
Tomáš Bobček,ST,Slovakia,0.64,0.69,0.65,0.56,0.58,0.42,0.72,0.72,0.67,0.6,0.72,0.56,0.55,0.77,0.69,0.81,0.29,0.34,0.44,0.5,0.68,0.65,ST,ATT,2
Adama Bojang,ST,Gambia,0.64,0.62,0.64,0.5,0.6,0.36,0.57,0.59,0.65,0.48,0.45,0.62,0.61,0.61,0.52,0.71,0.33,0.3,0.35,0.29,0.71,0.64,ST,ATT,1
Enrique Borja,ST,Paraguay,0.64,0.68,0.66,0.45,0.59,0.21,0.67,0.67,0.69,0.73,0.47,0.58,0.59,0.82,0.54,0.76,0.17,0.13,0.2,0.15,0.58,0.71,ST,ATT,5
Dennis Borkowski,ST,Germany,0.64,0.72,0.63,0.54,0.66,0.32,0.64,0.74,0.7,0.68,0.63,0.66,0.6,0.62,0.69,0.73,0.24,0.21,0.35,0.29,0.64,0.66,ST,ATT,5
Abdelrahman Boudah,LW,Sweden,0.64,0.72,0.59,0.6,0.67,0.41,0.63,0.73,0.72,0.8,0.77,0.64,0.66,0.65,0.67,0.6,0.35,0.4,0.4,0.5,0.42,0.63,LW,ATT,2
Kieron Bowie,ST,Scotland,0.64,0.75,0.62,0.59,0.63,0.39,0.8,0.75,0.75,0.7,0.64,0.63,0.62,0.83,0.74,0.83,0.37,0.3,0.34,0.45,0.61,0.66,ST,ATT,2
Jevani Brown,ST,Jamaica,0.64,0.79,0.62,0.6,0.64,0.45,0.68,0.8,0.79,0.74,0.7,0.61,0.6,0.7,0.7,0.75,0.44,0.43,0.44,0.42,0.57,0.66,ST,ATT,2
Omar Bugiel,ST,Lebanon,0.64,0.67,0.62,0.51,0.59,0.37,0.85,0.65,0.68,0.54,0.58,0.62,0.59,0.87,0.77,0.89,0.38,0.27,0.36,0.29,0.65,0.66,ST,ATT,1
Teal Bunbury,ST,United States,0.64,0.67,0.65,0.59,0.62,0.41,0.73,0.66,0.68,0.68,0.52,0.6,0.55,0.8,0.6,0.76,0.42,0.32,0.41,0.36,0.61,0.73,ST,ATT,1
Capita,LW,Angola,0.64,0.75,0.55,0.56,0.71,0.23,0.47,0.76,0.74,0.83,0.83,0.7,0.63,0.38,0.64,0.42,0.23,0.14,0.16,0.33,0.29,0.58,LW,ATT,0
Hussein Carneil,LW,Sweden,0.64,0.69,0.53,0.6,0.68,0.24,0.48,0.7,0.69,0.71,0.81,0.68,0.54,0.51,0.53,0.46,0.24,0.22,0.24,0.24,0.29,0.57,LW,ATT,0
Rodrigo Chagas,RW,Uruguay,0.64,0.75,0.59,0.62,0.64,0.6,0.62,0.75,0.75,0.7,0.68,0.63,0.62,0.6,0.7,0.66,0.59,0.61,0.65,0.54,0.54,0.61,RW,ATT,2
Peter Buch Christiansen,RW,Denmark,0.64,0.78,0.6,0.55,0.66,0.35,0.66,0.8,0.76,0.79,0.81,0.64,0.63,0.62,0.66,0.72,0.3,0.27,0.38,0.3,0.56,0.62,RW,ATT,7
Luciano Cingolani,RW,Argentina,0.64,0.8,0.61,0.56,0.67,0.28,0.42,0.82,0.78,0.84,0.79,0.65,0.56,0.34,0.62,0.55,0.22,0.25,0.25,0.29,0.54,0.6,RW,ATT,7
Moustapha Cissé,ST,Guinea,0.64,0.77,0.64,0.51,0.64,0.21,0.55,0.81,0.74,0.65,0.68,0.64,0.63,0.58,0.58,0.71,0.16,0.17,0.18,0.19,0.55,0.63,ST,ATT,5
Nicky Clark,ST,Scotland,0.64,0.67,0.64,0.59,0.63,0.33,0.6,0.68,0.66,0.71,0.76,0.61,0.61,0.6,0.69,0.68,0.39,0.35,0.23,0.24,0.63,0.65,ST,ATT,5
Josh Coburn,ST,England,0.64,0.58,0.64,0.47,0.61,0.22,0.7,0.56,0.6,0.55,0.65,0.65,0.65,0.8,0.67,0.75,0.2,0.16,0.19,0.1,0.67,0.7,ST,ATT,1
Beto da Silva,ST,Peru,0.64,0.7,0.65,0.58,0.66,0.31,0.46,0.72,0.68,0.71,0.67,0.66,0.56,0.58,0.3,0.66,0.23,0.2,0.43,0.17,0.55,0.71,ST,ATT,5
Florian Thomas Danho,ST,France,0.64,0.52,0.62,0.45,0.58,0.21,0.77,0.5,0.54,0.58,0.48,0.59,0.69,0.92,0.53,0.77,0.14,0.15,0.17,0.19,0.65,0.71,ST,ATT,1
Max Dean,ST,England,0.64,0.7,0.64,0.5,0.62,0.26,0.68,0.71,0.69,0.73,0.69,0.61,0.63,0.63,0.66,0.69,0.22,0.22,0.23,0.21,0.59,0.65,ST,ATT,5
Jack Diamond,LW,England,0.64,0.88,0.58,0.55,0.65,0.34,0.58,0.91,0.86,0.83,0.82,0.61,0.59,0.55,0.72,0.7,0.33,0.27,0.34,0.32,0.51,0.58,LW,ATT,7
Florian Dietz,ST,Germany,0.64,0.73,0.62,0.43,0.57,0.25,0.71,0.72,0.74,0.55,0.57,0.59,0.63,0.78,0.61,0.8,0.15,0.19,0.29,0.17,0.64,0.67,ST,ATT,5
Maximilian Dittgen,ST,Germany,0.64,0.76,0.59,0.56,0.65,0.51,0.7,0.81,0.72,0.69,0.71,0.64,0.64,0.7,0.79,0.72,0.54,0.51,0.45,0.56,0.5,0.72,ST,ATT,2
Alexis Domínguez,ST,Argentina,0.64,0.6,0.63,0.54,0.54,0.27,0.72,0.65,0.56,0.59,0.55,0.63,0.63,0.8,0.64,0.78,0.24,0.29,0.19,0.24,0.68,0.64,ST,ATT,1
Renato Júnior,ST,Brazil,0.64,0.64,0.62,0.47,0.63,0.27,0.7,0.65,0.64,0.68,0.48,0.63,0.58,0.8,0.54,0.78,0.26,0.18,0.21,0.22,0.68,0.67,ST,ATT,5
Moussa Doumbouya,ST,Guinea,0.64,0.74,0.62,0.46,0.64,0.19,0.66,0.76,0.73,0.69,0.66,0.64,0.58,0.75,0.71,0.77,0.13,0.2,0.17,0.11,0.56,0.63,ST,ATT,5
Andrei Dumiter,ST,Romania,0.64,0.81,0.64,0.55,0.65,0.38,0.67,0.83,0.8,0.83,0.7,0.64,0.6,0.64,0.72,0.74,0.35,0.35,0.32,0.44,0.55,0.67,ST,ATT,2
Jakob Maslø Dunsby,RW,Norway,0.64,0.78,0.57,0.58,0.66,0.28,0.63,0.78,0.78,0.83,0.78,0.64,0.56,0.55,0.82,0.57,0.31,0.28,0.24,0.23,0.4,0.58,RW,ATT,7
Tom Eaves,ST,England,0.64,0.49,0.65,0.46,0.59,0.37,0.77,0.48,0.49,0.57,0.32,0.63,0.62,0.88,0.61,0.81,0.42,0.31,0.3,0.24,0.72,0.73,ST,ATT,1
Kelvin Ehibhatiomhan,ST,England,0.64,0.75,0.63,0.43,0.62,0.19,0.66,0.73,0.76,0.64,0.52,0.63,0.6,0.77,0.54,0.78,0.15,0.19,0.13,0.16,0.59,0.64,ST,ATT,5
Mourad Daoudi El Ghezouani,ST,Morocco,0.64,0.51,0.64,0.53,0.62,0.24,0.69,0.5,0.52,0.58,0.63,0.63,0.63,0.82,0.65,0.79,0.23,0.18,0.15,0.16,0.72,0.64,ST,ATT,1
Rodney Elongo-Yombo,ST,Germany,0.64,0.79,0.59,0.57,0.68,0.41,0.71,0.77,0.81,0.7,0.8,0.67,0.65,0.75,0.72,0.74,0.43,0.38,0.39,0.38,0.5,0.6,ST,ATT,2
Gustavo Fernández,ST,Argentina,0.64,0.69,0.61,0.58,0.64,0.29,0.63,0.67,0.71,0.72,0.6,0.62,0.76,0.59,0.69,0.64,0.12,0.11,0.42,0.3,0.58,0.63,ST,ATT,5
Nacho Ferri,ST,Spain,0.64,0.69,0.65,0.49,0.57,0.27,0.66,0.7,0.68,0.54,0.6,0.6,0.55,0.77,0.54,0.78,0.28,0.21,0.2,0.21,0.64,0.66,ST,ATT,5
Jayden Fevrier,RW,England,0.64,0.91,0.55,0.56,0.65,0.51,0.78,0.9,0.91,0.78,0.76,0.59,0.6,0.81,0.82,0.77,0.53,0.51,0.51,0.53,0.44,0.58,RW,ATT,2
Bradley Fink,ST,Switzerland,0.64,0.73,0.59,0.44,0.6,0.3,0.75,0.7,0.75,0.64,0.63,0.64,0.59,0.83,0.73,0.86,0.28,0.2,0.28,0.21,0.72,0.69,ST,ATT,5
Alan Godoy,ST,Spain,0.64,0.74,0.62,0.48,0.68,0.31,0.6,0.76,0.72,0.74,0.69,0.69,0.59,0.62,0.66,0.73,0.28,0.25,0.31,0.23,0.6,0.64,ST,ATT,5
Will Goodwin,ST,England,0.64,0.7,0.61,0.46,0.62,0.28,0.74,0.73,0.67,0.64,0.67,0.64,0.59,0.8,0.67,0.81,0.25,0.25,0.22,0.24,0.62,0.63,ST,ATT,5
Luis Antonio Gorocito,ST,Uruguay,0.64,0.55,0.68,0.38,0.59,0.21,0.7,0.55,0.55,0.52,0.48,0.65,0.47,0.88,0.66,0.78,0.17,0.18,0.13,0.2,0.65,0.68,ST,ATT,1
Viktor Granath,ST,Sweden,0.64,0.6,0.66,0.47,0.56,0.27,0.7,0.64,0.57,0.52,0.4,0.61,0.64,0.79,0.73,0.77,0.27,0.15,0.22,0.19,0.65,0.66,ST,ATT,1
Will Grigg,ST,Northern Ireland,0.64,0.63,0.64,0.49,0.62,0.32,0.64,0.65,0.62,0.66,0.68,0.62,0.65,0.68,0.65,0.7,0.37,0.2,0.26,0.22,0.64,0.64,ST,ATT,5
Zsombor Gruber,ST,Hungary,0.64,0.67,0.65,0.51,0.62,0.2,0.56,0.69,0.66,0.65,0.67,0.6,0.64,0.58,0.54,0.64,0.17,0.13,0.14,0.16,0.59,0.68,ST,ATT,5
Sveinn Aron Guðjohnsen,ST,Iceland,0.64,0.4,0.64,0.47,0.62,0.33,0.72,0.37,0.42,0.5,0.42,0.66,0.66,0.81,0.53,0.7,0.49,0.18,0.2,0.18,0.68,0.65,ST,ATT,1
Shayon Harrison,ST,England,0.64,0.87,0.62,0.45,0.66,0.22,0.6,0.88,0.86,0.83,0.73,0.62,0.61,0.64,0.57,0.77,0.16,0.12,0.21,0.21,0.58,0.66,ST,ATT,5
Melker Heier,RW,Sweden,0.64,0.73,0.62,0.59,0.66,0.52,0.63,0.75,0.71,0.8,0.84,0.64,0.59,0.63,0.65,0.66,0.5,0.48,0.52,0.57,0.5,0.68,RW,ATT,2
Callum Hendry,ST,Scotland,0.64,0.73,0.63,0.55,0.65,0.31,0.72,0.76,0.71,0.71,0.72,0.64,0.61,0.7,0.78,0.76,0.34,0.27,0.25,0.22,0.61,0.64,ST,ATT,5
Santiago Hidalgo,ST,Argentina,0.64,0.77,0.63,0.56,0.66,0.33,0.48,0.78,0.76,0.78,0.82,0.65,0.62,0.55,0.34,0.68,0.27,0.21,0.37,0.32,0.56,0.65,ST,ATT,7
Patrick Hoban,ST,Republic of Ireland,0.64,0.51,0.64,0.52,0.59,0.38,0.72,0.54,0.49,0.51,0.56,0.67,0.64,0.76,0.67,0.72,0.35,0.34,0.37,0.33,0.64,0.65,ST,ATT,1
Kasper Høgh,ST,Denmark,0.64,0.77,0.62,0.5,0.62,0.28,0.64,0.76,0.77,0.75,0.66,0.62,0.6,0.73,0.52,0.77,0.24,0.24,0.24,0.25,0.59,0.66,ST,ATT,5
Santeri Hostikka,LW,Finland,0.64,0.77,0.56,0.61,0.66,0.34,0.59,0.75,0.78,0.76,0.69,0.65,0.62,0.56,0.71,0.55,0.35,0.32,0.35,0.3,0.38,0.59,LW,ATT,7
Marco Huamán,RW,Peru,0.64,0.7,0.62,0.6,0.65,0.59,0.54,0.7,0.7,0.57,0.63,0.6,0.57,0.5,0.61,0.5,0.67,0.66,0.55,0.58,0.44,0.6,RW,ATT,2
Muharem Huskovic,ST,Austria,0.64,0.73,0.62,0.57,0.69,0.2,0.57,0.73,0.73,0.81,0.7,0.67,0.57,0.58,0.47,0.7,0.19,0.2,0.11,0.11,0.63,0.61,ST,ATT,5
Gabriel Iancu,ST,Romania,0.64,0.63,0.66,0.67,0.67,0.32,0.58,0.65,0.62,0.65,0.6,0.69,0.55,0.66,0.43,0.66,0.29,0.24,0.32,0.26,0.56,0.69,ST,ATT,5
Christopher Ibayi,ST,Congo,0.64,0.62,0.65,0.48,0.6,0.26,0.66,0.6,0.64,0.58,0.53,0.65,0.62,0.73,0.61,0.72,0.27,0.18,0.17,0.23,0.65,0.68,ST,ATT,1
Sunusi Ibrahim,ST,Nigeria,0.64,0.86,0.6,0.53,0.64,0.23,0.7,0.88,0.85,0.83,0.8,0.6,0.48,0.85,0.58,0.81,0.22,0.27,0.13,0.18,0.6,0.69,ST,ATT,5
Joe Ironside,ST,England,0.64,0.67,0.63,0.5,0.59,0.41,0.82,0.66,0.68,0.55,0.7,0.6,0.64,0.84,0.82,0.8,0.34,0.31,0.42,0.41,0.67,0.64,ST,ATT,1
Seedy Jatta,ST,Norway,0.64,0.81,0.61,0.46,0.66,0.26,0.67,0.8,0.82,0.86,0.81,0.64,0.58,0.74,0.6,0.81,0.18,0.19,0.3,0.15,0.64,0.63,ST,ATT,5
Kevin Jensen,LW,Sweden,0.64,0.76,0.6,0.59,0.67,0.2,0.47,0.74,0.77,0.82,0.81,0.64,0.59,0.41,0.58,0.44,0.16,0.22,0.15,0.23,0.41,0.67,LW,ATT,0
Ji Dong Won,ST,Korea Republic,0.64,0.52,0.64,0.56,0.6,0.4,0.67,0.59,0.47,0.47,0.58,0.7,0.46,0.74,0.56,0.77,0.37,0.2,0.35,0.48,0.71,0.63,ST,ATT,1
João Magno,ST,Brazil,0.64,0.68,0.65,0.44,0.56,0.28,0.81,0.69,0.68,0.58,0.37,0.55,0.58,0.86,0.69,0.87,0.27,0.21,0.23,0.2,0.72,0.68,ST,ATT,1
Antonio Jonjić,ST,Germany,0.64,0.76,0.62,0.57,0.69,0.31,0.64,0.8,0.72,0.81,0.7,0.67,0.62,0.7,0.6,0.72,0.35,0.33,0.22,0.28,0.52,0.62,ST,ATT,7
Viðar Ari Jónsson,RW,Iceland,0.64,0.8,0.56,0.59,0.63,0.6,0.66,0.8,0.8,0.73,0.65,0.63,0.6,0.63,0.76,0.73,0.62,0.6,0.58,0.61,0.58,0.56,RW,ATT,2
Kyle Joseph,ST,Scotland,0.64,0.75,0.62,0.53,0.65,0.23,0.6,0.76,0.75,0.7,0.66,0.65,0.63,0.64,0.69,0.73,0.13,0.2,0.24,0.18,0.59,0.64,ST,ATT,5
Elton Kabangu,ST,Belgium,0.64,0.77,0.62,0.6,0.68,0.33,0.52,0.77,0.77,0.74,0.65,0.68,0.57,0.65,0.32,0.75,0.38,0.3,0.3,0.19,0.6,0.62,ST,ATT,5
Mohammed Kamara,LW,Liberia,0.64,0.76,0.59,0.56,0.67,0.29,0.64,0.77,0.75,0.74,0.64,0.66,0.6,0.67,0.62,0.75,0.28,0.21,0.26,0.21,0.6,0.61,LW,ATT,5
Juan Cruz Kaprof,ST,Argentina,0.64,0.76,0.63,0.59,0.63,0.32,0.64,0.79,0.74,0.75,0.82,0.62,0.61,0.7,0.55,0.75,0.25,0.29,0.37,0.25,0.59,0.64,ST,ATT,5
