Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,mid_cluster
Jonas Hofmann,CM,Germany,0.64,0.68,0.52,0.64,0.65,0.61,0.57,0.67,0.68,0.81,0.82,0.64,0.67,0.45,0.71,0.49,0.61,0.61,0.65,0.63,0.48,0.73,CM,MID,6
Oscar Højlund,CM,Denmark,0.64,0.74,0.56,0.6,0.66,0.61,0.66,0.76,0.72,0.79,0.74,0.64,0.65,0.64,0.69,0.72,0.61,0.62,0.6,0.63,0.56,0.57,CM,MID,6
Odin Thiago Holm,CM,Norway,0.64,0.78,0.55,0.64,0.64,0.55,0.59,0.82,0.75,0.8,0.83,0.62,0.62,0.56,0.63,0.64,0.61,0.59,0.48,0.57,0.47,0.58,CM,MID,6
Isaac Hutchinson,CM,England,0.64,0.72,0.61,0.64,0.66,0.52,0.67,0.74,0.71,0.72,0.75,0.64,0.63,0.65,0.81,0.6,0.55,0.53,0.52,0.5,0.44,0.64,CM,MID,6
Franco Ibarra,CDM,Argentina,0.64,0.67,0.45,0.55,0.59,0.65,0.64,0.68,0.66,0.63,0.68,0.59,0.63,0.58,0.71,0.63,0.68,0.63,0.64,0.65,0.57,0.54,CDM,MID,2
Emirhan İlkhan,CM,Turkey,0.64,0.66,0.58,0.63,0.7,0.5,0.48,0.68,0.64,0.73,0.76,0.68,0.54,0.35,0.67,0.44,0.55,0.5,0.45,0.5,0.49,0.62,CM,MID,6
Aziel Jackson,CAM,United States,0.64,0.77,0.57,0.57,0.71,0.33,0.51,0.79,0.75,0.86,0.82,0.65,0.53,0.58,0.36,0.57,0.4,0.32,0.29,0.3,0.35,0.64,CAM,MID,4
Alexandre Jankewitz,CDM,Switzerland,0.64,0.68,0.57,0.61,0.66,0.58,0.71,0.69,0.67,0.7,0.65,0.65,0.62,0.72,0.76,0.63,0.6,0.58,0.56,0.57,0.57,0.67,CDM,MID,6
Paweł Jaroszyński,LM,Poland,0.64,0.63,0.53,0.63,0.63,0.64,0.71,0.63,0.63,0.64,0.59,0.63,0.62,0.74,0.67,0.72,0.64,0.63,0.64,0.67,0.6,0.51,LM,MID,0
Jauregizar,CM,Spain,0.64,0.6,0.55,0.57,0.62,0.56,0.57,0.55,0.64,0.52,0.68,0.65,0.66,0.58,0.59,0.49,0.65,0.48,0.48,0.65,0.42,0.45,CM,MID,2
Keegan Jelacic,LM,Australia,0.64,0.74,0.57,0.6,0.65,0.54,0.69,0.77,0.71,0.8,0.75,0.62,0.62,0.65,0.77,0.67,0.57,0.56,0.52,0.55,0.49,0.6,LM,MID,6
Fredrik Oldrup Jensen,CDM,Norway,0.64,0.5,0.51,0.57,0.6,0.63,0.7,0.52,0.48,0.62,0.62,0.62,0.61,0.7,0.75,0.63,0.63,0.61,0.64,0.66,0.58,0.62,CDM,MID,0
Filip Jørgensen,CM,Norway,0.64,0.73,0.55,0.6,0.67,0.57,0.64,0.74,0.73,0.81,0.8,0.65,0.64,0.59,0.78,0.65,0.56,0.53,0.57,0.61,0.54,0.57,CM,MID,6
Jorquera,LM,Spain,0.64,0.7,0.53,0.61,0.64,0.28,0.51,0.68,0.71,0.65,0.66,0.64,0.54,0.57,0.57,0.56,0.32,0.25,0.24,0.22,0.45,0.52,LM,MID,3
Sullay Kaikai,RM,Sierra Leone,0.64,0.82,0.61,0.6,0.66,0.48,0.52,0.8,0.84,0.82,0.74,0.63,0.59,0.57,0.51,0.58,0.51,0.52,0.48,0.47,0.39,0.66,RM,MID,4
Sherif Kallaku,CAM,Albania,0.64,0.69,0.6,0.62,0.65,0.36,0.44,0.75,0.64,0.68,0.56,0.64,0.63,0.42,0.49,0.44,0.39,0.28,0.35,0.36,0.37,0.56,CAM,MID,3
Bernard Kamungo,RM,United States,0.64,0.77,0.64,0.54,0.67,0.45,0.48,0.78,0.77,0.64,0.78,0.64,0.52,0.48,0.55,0.62,0.48,0.42,0.42,0.39,0.56,0.66,RM,MID,4
Kang Seong Jin,RM,Korea Republic,0.64,0.8,0.58,0.53,0.67,0.27,0.57,0.81,0.79,0.83,0.64,0.61,0.61,0.61,0.64,0.63,0.26,0.25,0.25,0.24,0.43,0.64,RM,MID,4
Abdoulaye Kanté,CDM,Côte d'Ivoire,0.64,0.63,0.4,0.55,0.6,0.63,0.62,0.68,0.59,0.67,0.68,0.61,0.59,0.59,0.66,0.64,0.68,0.65,0.6,0.63,0.57,0.49,CDM,MID,2
Gregory Karlen,CM,Switzerland,0.64,0.65,0.64,0.63,0.65,0.57,0.65,0.63,0.66,0.63,0.59,0.67,0.63,0.66,0.58,0.69,0.59,0.55,0.56,0.52,0.65,0.67,CM,MID,0
Sander Erik Kartum,CM,Norway,0.64,0.73,0.54,0.64,0.66,0.55,0.64,0.76,0.71,0.76,0.71,0.65,0.6,0.59,0.76,0.66,0.58,0.55,0.54,0.55,0.52,0.6,CM,MID,6
Felix Keidel,CM,Germany,0.64,0.7,0.42,0.63,0.66,0.57,0.59,0.74,0.66,0.76,0.75,0.69,0.66,0.57,0.73,0.66,0.59,0.54,0.58,0.55,0.56,0.53,CM,MID,6
Tidiane Keita,CM,France,0.64,0.7,0.53,0.63,0.64,0.55,0.64,0.75,0.66,0.65,0.69,0.66,0.64,0.63,0.67,0.7,0.59,0.52,0.49,0.57,0.58,0.62,CM,MID,6
Kader Keïta,CDM,Côte d'Ivoire,0.64,0.66,0.44,0.56,0.61,0.61,0.71,0.67,0.66,0.61,0.69,0.6,0.65,0.69,0.8,0.67,0.61,0.58,0.67,0.55,0.55,0.51,CDM,MID,2
Benji Kikanović,LM,United States,0.64,0.87,0.58,0.49,0.64,0.24,0.63,0.88,0.87,0.62,0.64,0.62,0.65,0.71,0.63,0.81,0.23,0.12,0.2,0.19,0.59,0.63,LM,MID,4
Kim Min Hyeok,CDM,Korea Republic,0.64,0.57,0.59,0.6,0.64,0.56,0.73,0.66,0.49,0.63,0.69,0.65,0.61,0.73,0.79,0.68,0.57,0.49,0.57,0.58,0.54,0.62,CDM,MID,0
Kristian Kirkegaard,LM,Denmark,0.64,0.75,0.61,0.61,0.64,0.35,0.56,0.76,0.74,0.78,0.69,0.64,0.6,0.53,0.65,0.53,0.32,0.35,0.38,0.32,0.36,0.63,LM,MID,4
Martin Kobylański,CAM,Poland,0.64,0.61,0.66,0.66,0.66,0.36,0.53,0.66,0.57,0.74,0.81,0.68,0.62,0.58,0.51,0.57,0.36,0.27,0.33,0.41,0.48,0.78,CAM,MID,4
Tobias Koch,CM,Austria,0.64,0.66,0.54,0.61,0.64,0.59,0.73,0.64,0.68,0.67,0.7,0.66,0.6,0.73,0.82,0.67,0.63,0.62,0.56,0.59,0.53,0.56,CM,MID,6
Ozan Can Kökçü,CAM,Azerbaijan,0.64,0.64,0.59,0.65,0.62,0.43,0.5,0.7,0.59,0.55,0.74,0.65,0.58,0.39,0.56,0.46,0.51,0.6,0.38,0.28,0.48,0.65,CAM,MID,3
Niklas Kölle,LM,Germany,0.64,0.8,0.48,0.55,0.62,0.59,0.7,0.82,0.78,0.73,0.77,0.6,0.65,0.69,0.77,0.7,0.6,0.58,0.61,0.6,0.47,0.42,LM,MID,6
Mert Kömür,CAM,Germany,0.64,0.65,0.61,0.59,0.7,0.38,0.51,0.63,0.67,0.71,0.71,0.69,0.6,0.49,0.56,0.49,0.35,0.42,0.43,0.26,0.47,0.69,CAM,MID,4
Morten Ågnes Konradsen,CM,Norway,0.64,0.67,0.57,0.63,0.66,0.61,0.66,0.73,0.62,0.74,0.71,0.66,0.66,0.66,0.74,0.7,0.62,0.6,0.62,0.62,0.56,0.61,CM,MID,6
Emil Kornvig,CM,Denmark,0.64,0.64,0.57,0.62,0.65,0.59,0.65,0.67,0.62,0.63,0.67,0.65,0.67,0.63,0.71,0.63,0.63,0.55,0.57,0.59,0.54,0.64,CM,MID,6
Kreshnik Krasniqi,CM,Kosovo,0.64,0.62,0.57,0.61,0.64,0.59,0.69,0.62,0.62,0.67,0.7,0.65,0.64,0.69,0.77,0.66,0.59,0.56,0.59,0.62,0.55,0.63,CM,MID,0
Luca Kronberger,LM,Austria,0.64,0.69,0.58,0.59,0.62,0.35,0.67,0.69,0.69,0.71,0.63,0.62,0.58,0.69,0.7,0.62,0.36,0.35,0.32,0.31,0.48,0.6,LM,MID,4
Theodore Ku-DiPietro,LM,United States,0.64,0.73,0.59,0.52,0.68,0.35,0.56,0.72,0.73,0.7,0.67,0.68,0.58,0.58,0.65,0.54,0.33,0.28,0.4,0.35,0.35,0.62,LM,MID,4
Daniel Kyerewaa,RM,Germany,0.64,0.79,0.47,0.58,0.7,0.46,0.58,0.79,0.79,0.86,0.85,0.66,0.6,0.55,0.71,0.56,0.49,0.47,0.45,0.48,0.34,0.58,RM,MID,4
Mathis Lachuer,CM,France,0.64,0.8,0.51,0.67,0.71,0.55,0.41,0.81,0.79,0.83,0.86,0.71,0.6,0.43,0.45,0.48,0.66,0.62,0.5,0.5,0.35,0.48,CM,MID,6
Tygo Land,CM,Holland,0.64,0.74,0.53,0.64,0.71,0.53,0.47,0.72,0.75,0.78,0.62,0.74,0.62,0.39,0.57,0.59,0.5,0.55,0.53,0.56,0.5,0.58,CM,MID,6
Antoine Larose,RM,France,0.64,0.72,0.61,0.58,0.67,0.32,0.56,0.69,0.74,0.67,0.68,0.68,0.57,0.58,0.6,0.58,0.28,0.29,0.31,0.32,0.49,0.64,RM,MID,4
Mads Larsen,CM,Denmark,0.64,0.69,0.57,0.61,0.64,0.57,0.48,0.7,0.69,0.74,0.66,0.63,0.67,0.49,0.36,0.58,0.65,0.6,0.43,0.66,0.57,0.56,CM,MID,2
Lee Kang Hyeon,CDM,Korea Republic,0.64,0.61,0.44,0.51,0.57,0.61,0.76,0.65,0.58,0.61,0.62,0.62,0.54,0.8,0.76,0.68,0.63,0.56,0.6,0.66,0.48,0.55,CDM,MID,2
Lee Jae Won,CM,Korea Republic,0.64,0.65,0.57,0.6,0.68,0.56,0.64,0.68,0.63,0.74,0.88,0.67,0.6,0.62,0.78,0.59,0.61,0.51,0.53,0.63,0.45,0.63,CM,MID,6
Tommy Leigh,CAM,England,0.64,0.71,0.63,0.62,0.64,0.53,0.71,0.69,0.72,0.68,0.65,0.63,0.63,0.7,0.83,0.71,0.58,0.52,0.45,0.52,0.6,0.64,CAM,MID,6
Noha Lemina,LM,Gabon,0.64,0.77,0.6,0.58,0.69,0.29,0.53,0.78,0.77,0.8,0.84,0.65,0.58,0.59,0.49,0.58,0.28,0.29,0.28,0.27,0.39,0.7,LM,MID,4
Rubén Lezcano,CM,Paraguay,0.64,0.67,0.52,0.6,0.65,0.56,0.58,0.68,0.67,0.7,0.55,0.67,0.61,0.54,0.7,0.5,0.62,0.54,0.54,0.57,0.43,0.59,CM,MID,6
Li Tixiang,CDM,China PR,0.64,0.66,0.54,0.61,0.63,0.57,0.72,0.62,0.7,0.67,0.74,0.64,0.56,0.69,0.84,0.66,0.59,0.54,0.56,0.59,0.57,0.68,CDM,MID,6
Rai Pablo Lima,CM,Bolivia,0.64,0.66,0.57,0.63,0.65,0.55,0.62,0.67,0.65,0.64,0.7,0.65,0.59,0.6,0.71,0.59,0.63,0.58,0.47,0.55,0.48,0.55,CM,MID,6
Armani Little,CM,England,0.64,0.78,0.61,0.62,0.66,0.58,0.64,0.79,0.77,0.85,0.87,0.62,0.61,0.49,0.81,0.64,0.61,0.57,0.56,0.58,0.58,0.62,CM,MID,6
Liu Yun,RM,China PR,0.64,0.79,0.6,0.6,0.62,0.54,0.62,0.8,0.79,0.85,0.68,0.57,0.64,0.59,0.76,0.6,0.54,0.57,0.57,0.51,0.43,0.61,RM,MID,6
Fran Manzanara,CDM,Spain,0.64,0.64,0.5,0.57,0.63,0.63,0.64,0.62,0.65,0.65,0.64,0.64,0.6,0.65,0.63,0.68,0.63,0.61,0.64,0.63,0.62,0.56,CDM,MID,0
López-Pinto,LM,Spain,0.64,0.67,0.61,0.59,0.65,0.28,0.64,0.65,0.69,0.61,0.64,0.67,0.56,0.67,0.68,0.64,0.28,0.32,0.22,0.23,0.54,0.71,LM,MID,4
Dani Lorenzo,CM,Spain,0.64,0.69,0.52,0.64,0.66,0.6,0.55,0.71,0.68,0.64,0.73,0.67,0.62,0.49,0.56,0.63,0.61,0.67,0.57,0.56,0.64,0.56,CM,MID,6
Victor Loturi,CDM,Canada,0.64,0.69,0.54,0.61,0.68,0.6,0.63,0.65,0.73,0.74,0.83,0.67,0.65,0.62,0.7,0.59,0.63,0.6,0.61,0.6,0.48,0.59,CDM,MID,6
Angelo Lucena,RM,Venezuela,0.64,0.7,0.61,0.62,0.63,0.5,0.51,0.68,0.71,0.57,0.84,0.63,0.65,0.42,0.62,0.48,0.48,0.52,0.4,0.65,0.5,0.68,RM,MID,6
Cristhian Machado,CDM,Bolivia,0.64,0.75,0.44,0.54,0.59,0.61,0.68,0.75,0.75,0.69,0.76,0.67,0.59,0.61,0.8,0.63,0.67,0.62,0.59,0.6,0.48,0.49,CDM,MID,6
Gary Mackay-Steven,LM,Scotland,0.64,0.76,0.58,0.59,0.66,0.36,0.54,0.79,0.74,0.82,0.81,0.64,0.59,0.56,0.55,0.63,0.35,0.33,0.4,0.25,0.47,0.62,LM,MID,4
Abdussalam Magashy,CAM,Nigeria,0.64,0.79,0.6,0.59,0.66,0.6,0.78,0.78,0.79,0.83,0.84,0.63,0.63,0.77,0.83,0.8,0.61,0.6,0.58,0.6,0.59,0.64,CAM,MID,6
Mikkel Maigaard,LM,Denmark,0.64,0.6,0.59,0.65,0.63,0.54,0.66,0.57,0.62,0.66,0.63,0.65,0.61,0.63,0.77,0.63,0.58,0.53,0.49,0.56,0.58,0.61,LM,MID,0
Julián Marchioni,CM,Argentina,0.64,0.55,0.59,0.62,0.62,0.61,0.71,0.47,0.61,0.61,0.59,0.63,0.66,0.77,0.76,0.63,0.62,0.55,0.64,0.6,0.52,0.62,CM,MID,0
Richonell Margaret,RM,Holland,0.64,0.77,0.6,0.56,0.66,0.23,0.65,0.77,0.77,0.82,0.64,0.62,0.58,0.66,0.76,0.7,0.2,0.18,0.21,0.18,0.52,0.65,RM,MID,4
Eman Marković,LM,Norway,0.64,0.77,0.57,0.57,0.66,0.32,0.61,0.79,0.75,0.81,0.76,0.65,0.57,0.6,0.74,0.68,0.29,0.24,0.4,0.21,0.5,0.58,LM,MID,4
Ariel Martínez,CM,Chile,0.64,0.63,0.59,0.66,0.69,0.49,0.63,0.66,0.61,0.79,0.72,0.69,0.57,0.67,0.68,0.56,0.41,0.49,0.52,0.58,0.41,0.7,CM,MID,6
Felipe,CDM,Brazil,0.64,0.47,0.63,0.65,0.65,0.59,0.65,0.54,0.41,0.67,0.7,0.66,0.6,0.61,0.67,0.5,0.61,0.59,0.62,0.6,0.43,0.67,CDM,MID,0
Edoardo Masciangelo,LM,Italy,0.64,0.8,0.54,0.61,0.65,0.6,0.65,0.81,0.8,0.74,0.81,0.64,0.58,0.65,0.66,0.71,0.64,0.59,0.63,0.54,0.51,0.64,LM,MID,6
Jay Matete,CM,England,0.64,0.73,0.55,0.61,0.7,0.62,0.67,0.74,0.73,0.85,0.83,0.65,0.65,0.57,0.75,0.63,0.67,0.65,0.59,0.64,0.52,0.59,CM,MID,6
Aïman Maurer,LM,Morocco,0.64,0.59,0.58,0.63,0.69,0.38,0.44,0.63,0.56,0.59,0.72,0.69,0.63,0.46,0.41,0.48,0.33,0.46,0.41,0.3,0.47,0.67,LM,MID,3
Niklas May,LM,Germany,0.64,0.74,0.48,0.59,0.65,0.62,0.61,0.72,0.76,0.74,0.73,0.63,0.66,0.59,0.69,0.63,0.61,0.57,0.64,0.66,0.51,0.52,LM,MID,6
Danny Mayor,CM,England,0.64,0.62,0.58,0.64,0.66,0.48,0.66,0.65,0.59,0.74,0.73,0.66,0.65,0.65,0.8,0.62,0.52,0.42,0.42,0.51,0.5,0.62,CM,MID,6
Aaron McEneff,CM,Republic of Ireland,0.64,0.66,0.59,0.64,0.65,0.58,0.66,0.67,0.65,0.73,0.7,0.65,0.61,0.65,0.75,0.63,0.62,0.59,0.56,0.58,0.5,0.66,CM,MID,6
Tommy McNamara,CM,United States,0.64,0.46,0.65,0.66,0.65,0.53,0.64,0.5,0.42,0.71,0.67,0.66,0.59,0.67,0.52,0.51,0.6,0.53,0.49,0.56,0.42,0.74,CM,MID,0
Santiago Mederos,LM,Uruguay,0.64,0.72,0.65,0.59,0.69,0.43,0.54,0.72,0.72,0.65,0.7,0.7,0.51,0.56,0.6,0.54,0.48,0.48,0.35,0.48,0.38,0.74,LM,MID,4
Jorge Mendoza,CM,Paraguay,0.64,0.63,0.65,0.66,0.67,0.41,0.58,0.61,0.65,0.67,0.72,0.67,0.55,0.52,0.67,0.55,0.38,0.29,0.4,0.47,0.53,0.61,CM,MID,4
Patrik Mercado,CM,Ecuador,0.64,0.72,0.58,0.57,0.64,0.59,0.56,0.71,0.72,0.54,0.75,0.64,0.63,0.49,0.68,0.48,0.58,0.59,0.62,0.63,0.4,0.63,CM,MID,6
Benji Michel,LM,United States,0.64,0.82,0.64,0.53,0.64,0.22,0.58,0.83,0.82,0.76,0.7,0.64,0.59,0.58,0.63,0.75,0.16,0.16,0.19,0.19,0.65,0.63,LM,MID,4
Alex Mighten,LM,England,0.64,0.78,0.54,0.56,0.71,0.27,0.48,0.87,0.71,0.89,0.83,0.7,0.58,0.49,0.58,0.52,0.34,0.29,0.24,0.2,0.27,0.62,LM,MID,4
Nikola Mileusnić,RM,Australia,0.64,0.87,0.59,0.56,0.63,0.42,0.66,0.84,0.89,0.77,0.72,0.58,0.64,0.67,0.78,0.7,0.45,0.38,0.38,0.45,0.47,0.66,RM,MID,4
Sebastian Milewski,CDM,Poland,0.64,0.71,0.53,0.61,0.64,0.6,0.67,0.69,0.73,0.67,0.74,0.66,0.6,0.65,0.8,0.63,0.61,0.6,0.61,0.61,0.5,0.52,CDM,MID,6
Muzepper Mirahmetjan,CM,China PR,0.64,0.68,0.64,0.65,0.63,0.6,0.76,0.69,0.68,0.74,0.64,0.64,0.59,0.75,0.87,0.75,0.59,0.6,0.6,0.6,0.62,0.72,CM,MID,0
Luke Molyneux,RM,England,0.64,0.82,0.59,0.58,0.63,0.48,0.61,0.84,0.81,0.74,0.74,0.6,0.56,0.58,0.81,0.69,0.48,0.49,0.46,0.49,0.53,0.59,RM,MID,6
Mikey Moore,LM,England,0.64,0.75,0.6,0.6,0.66,0.35,0.51,0.76,0.75,0.74,0.77,0.66,0.56,0.53,0.56,0.62,0.32,0.27,0.38,0.29,0.51,0.62,LM,MID,4
Ryoya Morishita,RM,Japan,0.64,0.71,0.57,0.58,0.66,0.59,0.61,0.74,0.69,0.77,0.81,0.63,0.62,0.56,0.73,0.62,0.63,0.61,0.58,0.6,0.5,0.62,RM,MID,6
Nicola Mosti,CAM,Italy,0.64,0.62,0.52,0.63,0.66,0.42,0.51,0.62,0.62,0.71,0.73,0.68,0.6,0.51,0.58,0.47,0.49,0.39,0.41,0.33,0.42,0.5,CAM,MID,3
Vitinho,CM,Brazil,0.64,0.65,0.64,0.63,0.66,0.53,0.55,0.64,0.66,0.7,0.77,0.63,0.62,0.57,0.63,0.62,0.53,0.55,0.49,0.58,0.56,0.7,CM,MID,6
Mun Ji Hwan,CM,Korea Republic,0.64,0.57,0.47,0.57,0.59,0.64,0.77,0.61,0.54,0.62,0.57,0.66,0.62,0.77,0.81,0.76,0.68,0.59,0.61,0.65,0.67,0.52,CM,MID,0
Romaine Mundle,LM,England,0.64,0.77,0.56,0.57,0.71,0.38,0.55,0.82,0.73,0.78,0.76,0.7,0.54,0.56,0.54,0.6,0.44,0.3,0.39,0.31,0.42,0.61,LM,MID,4
Torben Müsel,CM,Germany,0.64,0.68,0.63,0.61,0.68,0.46,0.67,0.67,0.68,0.68,0.65,0.7,0.67,0.69,0.74,0.7,0.43,0.4,0.43,0.52,0.61,0.64,CM,MID,6
Niclas Nadj,CAM,Germany,0.64,0.69,0.53,0.6,0.67,0.36,0.56,0.74,0.64,0.75,0.77,0.63,0.63,0.58,0.56,0.54,0.39,0.39,0.38,0.28,0.34,0.51,CAM,MID,4
Harrison Neal,CDM,England,0.64,0.43,0.45,0.57,0.56,0.61,0.7,0.39,0.46,0.48,0.52,0.6,0.62,0.66,0.81,0.57,0.62,0.58,0.62,0.6,0.55,0.49,CDM,MID,0
Aaron Nemane,RM,France,0.64,0.89,0.53,0.55,0.66,0.52,0.52,0.9,0.89,0.91,0.91,0.6,0.57,0.34,0.9,0.5,0.53,0.52,0.51,0.54,0.43,0.56,RM,MID,4
Jack Nolan,RM,England,0.64,0.66,0.61,0.61,0.64,0.47,0.68,0.69,0.64,0.72,0.71,0.62,0.6,0.71,0.81,0.6,0.5,0.47,0.48,0.46,0.4,0.64,RM,MID,6
Abdulaziz Noor,RM,Sudan,0.64,0.77,0.56,0.61,0.6,0.3,0.56,0.78,0.77,0.62,0.72,0.59,0.57,0.57,0.56,0.66,0.3,0.28,0.24,0.29,0.53,0.52,RM,MID,4
Gustaf Norlin,LM,Sweden,0.64,0.74,0.56,0.59,0.63,0.37,0.61,0.76,0.72,0.72,0.69,0.63,0.55,0.59,0.77,0.57,0.39,0.25,0.38,0.36,0.38,0.55,LM,MID,4
Conor Noß,CAM,Republic of Ireland,0.64,0.81,0.57,0.59,0.72,0.32,0.49,0.86,0.76,0.78,0.76,0.7,0.55,0.46,0.56,0.59,0.39,0.32,0.21,0.29,0.46,0.65,CAM,MID,4
Richard Nuñez,CDM,Uruguay,0.64,0.62,0.57,0.6,0.55,0.63,0.65,0.62,0.62,0.62,0.51,0.48,0.71,0.66,0.62,0.58,0.68,0.58,0.64,0.65,0.45,0.54,CDM,MID,2
Ethan Nwaneri,CAM,England,0.64,0.68,0.62,0.62,0.67,0.39,0.5,0.71,0.65,0.74,0.78,0.67,0.57,0.51,0.52,0.51,0.35,0.3,0.43,0.4,0.42,0.62,CAM,MID,4
Brandon O'Neill,CM,Australia,0.64,0.56,0.59,0.64,0.62,0.61,0.71,0.61,0.52,0.69,0.75,0.61,0.62,0.67,0.83,0.65,0.61,0.6,0.59,0.65,0.56,0.63,CM,MID,0
Abraham Odoh,LM,England,0.64,0.88,0.58,0.56,0.67,0.47,0.72,0.86,0.9,0.82,0.9,0.63,0.59,0.77,0.61,0.71,0.49,0.44,0.49,0.47,0.37,0.58,LM,MID,4
Ebenezer Ofori,CM,Ghana,0.64,0.71,0.55,0.62,0.67,0.6,0.69,0.74,0.69,0.78,0.79,0.67,0.63,0.65,0.74,0.59,0.63,0.63,0.62,0.62,0.38,0.62,CM,MID,6
Junior Olaitan,CAM,Benin,0.64,0.79,0.66,0.6,0.65,0.53,0.77,0.81,0.77,0.75,0.7,0.62,0.47,0.78,0.75,0.84,0.64,0.5,0.47,0.41,0.6,0.72,CAM,MID,6
Roberto Alves,CDM,Switzerland,0.64,0.75,0.64,0.66,0.66,0.57,0.64,0.76,0.74,0.71,0.7,0.66,0.63,0.58,0.83,0.56,0.62,0.6,0.6,0.55,0.34,0.68,CDM,MID,6
Paweł Olkowski,RM,Poland,0.64,0.66,0.56,0.62,0.64,0.61,0.66,0.65,0.67,0.66,0.64,0.65,0.63,0.69,0.62,0.67,0.64,0.6,0.59,0.61,0.55,0.63,RM,MID,6
Kristian Onsrud,CM,Norway,0.64,0.54,0.61,0.62,0.62,0.58,0.73,0.59,0.5,0.51,0.54,0.65,0.66,0.74,0.79,0.68,0.58,0.52,0.58,0.64,0.56,0.66,CM,MID,0
Arnau Ortiz,LM,Spain,0.64,0.76,0.58,0.59,0.66,0.3,0.48,0.77,0.76,0.73,0.65,0.68,0.53,0.45,0.55,0.58,0.31,0.37,0.28,0.19,0.5,0.61,LM,MID,4
Deji Oshilaja,CDM,England,0.64,0.78,0.52,0.55,0.6,0.63,0.76,0.77,0.78,0.71,0.63,0.6,0.66,0.8,0.71,0.92,0.63,0.62,0.63,0.62,0.63,0.55,CDM,MID,6
Yari Otto,CAM,Germany,0.64,0.7,0.6,0.56,0.66,0.45,0.66,0.73,0.67,0.75,0.74,0.67,0.68,0.59,0.77,0.67,0.43,0.45,0.43,0.44,0.56,0.62,CAM,MID,6
Sami Ouaissa,CAM,Holland,0.64,0.78,0.57,0.59,0.67,0.4,0.58,0.77,0.79,0.69,0.68,0.69,0.64,0.64,0.55,0.61,0.39,0.4,0.42,0.4,0.4,0.58,CAM,MID,4
Aziz Ouattara,CDM,Côte d'Ivoire,0.64,0.61,0.24,0.53,0.61,0.62,0.7,0.51,0.69,0.6,0.56,0.65,0.52,0.72,0.64,0.7,0.66,0.64,0.55,0.61,0.68,0.35,CDM,MID,2
Samuel Oum Gouet,CDM,Cameroon,0.64,0.52,0.53,0.61,0.63,0.61,0.73,0.53,0.51,0.62,0.6,0.64,0.61,0.78,0.72,0.72,0.59,0.59,0.62,0.63,0.64,0.7,CDM,MID,0
Ante Palaversa,CM,Croatia,0.64,0.51,0.65,0.61,0.64,0.62,0.66,0.49,0.53,0.55,0.58,0.67,0.59,0.7,0.61,0.55,0.64,0.58,0.64,0.63,0.47,0.72,CM,MID,0
Matt Palmer,CM,England,0.64,0.76,0.56,0.64,0.66,0.58,0.69,0.77,0.75,0.77,0.78,0.64,0.63,0.64,0.87,0.68,0.61,0.56,0.57,0.61,0.5,0.59,CM,MID,6
Park Se Jin,CM,Korea Republic,0.64,0.66,0.52,0.61,0.67,0.59,0.55,0.67,0.65,0.79,0.79,0.62,0.67,0.47,0.67,0.44,0.64,0.61,0.57,0.62,0.37,0.63,CM,MID,6
Will Patching,CAM,England,0.64,0.59,0.62,0.64,0.64,0.53,0.59,0.64,0.55,0.67,0.55,0.65,0.59,0.6,0.67,0.57,0.57,0.51,0.52,0.51,0.45,0.62,CAM,MID,2
Harry Paton,CM,Canada,0.64,0.71,0.58,0.63,0.66,0.57,0.63,0.69,0.73,0.72,0.77,0.64,0.6,0.54,0.75,0.6,0.6,0.59,0.6,0.5,0.55,0.61,CM,MID,6
Myles Peart-Harris,CM,England,0.64,0.72,0.61,0.63,0.65,0.52,0.71,0.71,0.72,0.7,0.68,0.65,0.6,0.73,0.81,0.77,0.55,0.48,0.45,0.55,0.63,0.61,CM,MID,6
Matti Peltola,CDM,Finland,0.64,0.65,0.35,0.55,0.58,0.66,0.65,0.66,0.64,0.56,0.53,0.6,0.62,0.68,0.69,0.68,0.69,0.64,0.66,0.65,0.58,0.4,CDM,MID,2
Andy Pembélé,RM,France,0.64,0.87,0.53,0.55,0.66,0.33,0.56,0.88,0.86,0.78,0.68,0.63,0.61,0.58,0.56,0.67,0.32,0.3,0.3,0.34,0.45,0.57,RM,MID,4
Nicholas Pennington,CM,Australia,0.64,0.56,0.54,0.62,0.61,0.6,0.69,0.53,0.59,0.56,0.56,0.62,0.61,0.68,0.78,0.59,0.63,0.61,0.57,0.66,0.51,0.52,CM,MID,0
Hamilton Pereira,CDM,Uruguay,0.64,0.63,0.62,0.63,0.64,0.62,0.66,0.64,0.62,0.63,0.66,0.66,0.64,0.69,0.6,0.69,0.59,0.63,0.6,0.71,0.61,0.68,CDM,MID,0
Guillermo Pereira,CAM,Argentina,0.64,0.69,0.56,0.63,0.66,0.43,0.57,0.64,0.73,0.73,0.77,0.66,0.58,0.6,0.57,0.57,0.44,0.48,0.44,0.38,0.46,0.58,CAM,MID,4
Bruninho,CAM,Brazil,0.64,0.71,0.55,0.61,0.7,0.39,0.49,0.72,0.7,0.79,0.76,0.69,0.58,0.44,0.6,0.49,0.41,0.41,0.41,0.3,0.45,0.58,CAM,MID,4
